MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30.0,3.0,67.0,8777.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,6.0,1945.0,2007.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,4.0,1.0,4.0,640.0,0.0,0.0,640.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,1945.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,223955.0
20.0,3.0,68.0,8842.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,6.0,1954.0,1954.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,0.0,5.0,0.0,381.0,381.0,1.0,0.0,1.0,4.0,992.0,0.0,0.0,992.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,1954.0,2.0,1.0,319.0,4.0,4.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,8.0,4.0,196631.0
20.0,3.0,60.0,10044.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,6.0,1968.0,1968.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,2.0,3.0,1.0,0.0,1070.0,5.0,0.0,126.0,1196.0,1.0,4.0,1.0,4.0,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,1.0,1968.0,1.0,1.0,336.0,4.0,4.0,2.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,171643.0
50.0,3.0,89.0,11792.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,5.0,1948.0,1950.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,744.0,744.0,1.0,0.0,1.0,4.0,792.0,328.0,0.0,1120.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,6.0,0.0,5.0,1956.0,2.0,2.0,480.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,197709.0
80.0,3.0,65.0,6305.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,7.0,6.0,6.0,1975.0,1975.0,1.0,1.0,9.0,10.0,0.0,3.0,4.0,1.0,3.0,3.0,0.5,0.0,528.0,5.0,0.0,480.0,1008.0,1.0,4.0,1.0,4.0,1096.0,0.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,1.0,5.0,1975.0,2.0,1.0,352.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,204230.0
20.0,3.0,64.0,6410.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,5.0,1958.0,1958.0,1.0,1.0,14.0,15.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,960.0,960.0,1.0,0.0,1.0,4.0,960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,177010.0
30.0,3.0,67.0,4853.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,2.0,5.0,6.0,1924.0,1999.0,1.0,1.0,8.0,13.0,203.0,3.0,4.0,0.0,3.0,3.0,2.0,4.0,133.0,5.0,0.0,974.0,1107.0,1.0,1.0,1.0,4.0,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,6.0,1.0,5.0,1979.0,2.0,1.0,260.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,207441.0
30.0,3.0,69.30579531442663,7890.0,1.0,3.0,3.0,0.0,0.0,0.0,18.0,2.0,2.0,0.0,2.0,6.0,6.0,1939.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,238.0,5.0,0.0,618.0,856.0,1.0,4.0,1.0,4.0,856.0,0.0,0.0,856.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,1.0,5.0,1939.0,2.0,2.0,399.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,227713.0
90.0,3.0,60.0,7200.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,5.0,4.0,6.0,1967.0,1967.0,1.0,1.0,9.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,4.0,1.0,4.0,862.0,1760.0,0.0,2650.0,0.0,0.0,3.0,0.0,4.5,1.0,3.0,10.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,8.0,4.0,174498.0
50.0,3.0,51.0,9839.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,5.0,3.5,1931.0,1950.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,894.0,894.0,1.0,0.0,1.0,4.0,894.0,772.0,0.0,1666.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,7.0,6.0,1.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,123921.0
50.0,3.0,78.0,10452.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,7.0,6.0,1941.0,1985.0,1.0,1.0,13.0,14.0,371.0,2.0,4.0,0.0,2.0,3.0,3.0,0.0,426.0,5.0,0.0,850.0,1528.0,1.0,0.0,1.0,4.0,1225.0,908.0,0.0,2133.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,8.0,6.0,2.0,1.0,1941.0,2.0,1.0,312.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,8.0,4.0,155929.0
90.0,3.0,78.0,15600.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,5.0,5.0,6.0,1950.0,1991.0,1.0,1.0,12.0,13.0,408.75,3.0,4.0,1.0,3.0,3.0,3.0,0.0,375.0,5.0,0.0,657.0,1032.0,1.0,0.0,1.0,4.0,1102.0,1075.0,0.0,2177.0,0.0,0.0,2.0,1.0,4.5,1.0,3.0,10.0,6.0,0.0,5.0,1950.0,2.0,2.0,484.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,179774.0
80.0,3.0,85.0,17708.0,1.0,0.0,3.0,0.0,2.0,0.0,6.0,2.0,2.0,0.0,7.0,7.0,6.0,1994.0,2007.0,1.0,1.0,12.0,13.0,44.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,343.0,5.0,0.0,80.0,423.0,1.0,0.0,1.0,4.0,896.0,756.0,0.0,1652.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,0.0,3.0,1994.0,1.0,2.0,473.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,189407.0
120.0,3.0,35.0,3907.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,8.0,6.0,1989.0,1989.0,1.0,1.0,6.0,6.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,747.0,5.0,0.0,235.0,982.0,1.0,2.0,1.0,4.0,1034.0,0.0,0.0,1034.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1989.0,0.0,2.0,598.0,4.0,4.0,2.0,141.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,159281.0
120.0,3.0,35.0,3907.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,8.0,5.0,1989.0,1989.0,1.0,1.0,6.0,6.0,0.0,2.0,4.0,1.0,2.0,3.0,0.5,2.0,76.0,5.0,0.0,1115.0,1191.0,1.0,2.0,1.0,4.0,1191.0,0.0,0.0,1191.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,1989.0,2.0,2.0,531.0,4.0,4.0,2.0,112.0,81.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,167848.0
30.0,3.0,58.0,8154.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,2.0,2.0,5.0,1941.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,1.0,480.0,5.0,0.0,0.0,480.0,1.0,4.0,1.0,4.0,540.0,0.0,0.0,540.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,6.0,0.0,5.0,1951.0,2.0,1.0,200.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,181058.0
50.0,3.0,50.0,9140.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,0.0,6.0,5.0,1921.0,1975.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,3.0,3.0,2.0,1.0,308.0,5.0,0.0,321.0,629.0,1.0,1.0,1.0,4.0,727.0,380.0,0.0,1107.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,1950.0,2.0,1.0,625.0,4.0,4.0,2.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,201279.0
30.0,3.0,66.0,8712.0,1.0,3.0,3.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,4.0,7.0,1896.0,1950.0,1.0,1.0,13.0,14.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,756.0,756.0,1.0,2.0,1.0,4.0,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,5.0,1902.25,1.0,1.0,330.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,201563.0
120.0,3.0,44.0,3811.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,8.0,5.0,2004.0,2005.0,1.0,1.0,5.0,5.0,186.0,2.0,4.0,2.0,0.5,3.0,1.0,2.0,1373.0,5.0,0.0,221.0,1594.0,1.0,0.0,1.0,4.0,1646.0,0.0,0.0,1646.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,2004.0,0.0,2.0,525.0,4.0,4.0,2.0,128.0,53.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,175732.0
60.0,3.0,85.0,11050.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,5.0,8.0,5.0,1998.0,1999.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,615.0,5.0,0.0,434.0,1049.0,1.0,0.0,1.0,4.0,1036.0,880.0,0.0,1916.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,1998.0,2.0,3.0,741.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,228285.0
80.0,3.0,74.0,9620.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,7.0,6.0,7.0,1977.0,1977.0,1.0,1.0,9.0,10.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,679.0,5.0,0.0,564.0,1243.0,1.0,4.0,1.0,4.0,1285.0,0.0,0.0,1285.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,1977.0,2.0,2.0,473.0,4.0,4.0,2.0,375.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,168225.0
90.0,3.0,69.30579531442663,12760.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,6.0,5.0,1976.0,1976.0,1.0,1.0,9.0,10.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,1682.5,1958.0,1.0,4.0,1.0,4.0,2048.0,0.0,0.0,2048.0,0.0,0.0,3.0,0.0,4.5,1.0,3.0,9.0,6.0,0.0,0.0,1976.0,2.0,2.0,776.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,195606.0
20.0,3.0,88.0,11896.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0,2.0,2.0,0.0,2.0,7.0,5.0,2008.0,2008.0,1.0,1.0,12.0,13.0,60.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,78.0,5.0,0.0,1258.0,1336.0,1.0,0.0,1.0,4.0,1346.0,0.0,0.0,1346.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,2008.0,0.0,3.0,660.0,4.0,4.0,2.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,195983.0
20.0,3.0,73.0,9803.0,1.0,3.0,3.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,2.0,7.0,5.0,2009.0,2010.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1214.0,1214.0,1.0,0.0,1.0,4.0,1214.0,0.0,0.0,1214.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,0.0,1.0,2010.0,1.0,2.0,520.0,4.0,4.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,8.0,4.0,196826.0
60.0,3.0,73.0,9802.0,1.0,3.0,3.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,5.0,5.0,5.0,2006.0,2007.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,384.0,384.0,1.0,2.0,1.0,4.0,744.0,700.0,0.0,1444.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,0.0,3.0,2007.0,0.0,2.0,400.0,4.0,4.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,165210.0
20.0,3.0,85.0,15300.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,5.0,5.0,1965.0,1977.0,1.0,1.0,9.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,42.0,5.0,0.0,1026.0,1068.0,1.0,4.0,1.0,4.0,1264.0,0.0,0.0,1264.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,7.0,6.0,1.0,1.0,1965.0,2.0,2.0,528.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,187011.0
20.0,3.0,93.0,10114.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,5.0,5.0,2004.0,2005.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,0.5,3.0,0.5,5.0,0.0,5.0,0.0,1430.0,1430.0,1.0,0.0,1.0,4.0,1430.0,0.0,0.0,1430.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,2004.0,1.0,2.0,624.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,171004.0
20.0,3.0,69.30579531442663,11875.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,5.0,5.0,1999.0,1999.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1344.0,1344.0,1.0,0.0,1.0,4.0,1344.0,0.0,0.0,1344.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,6.0,1.0,1.0,2001.0,2.0,2.0,686.0,4.0,4.0,2.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,130149.0
120.0,3.0,33.0,2394.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,2.0,5.0,6.0,1973.0,1973.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,915.0,5.0,0.0,30.0,945.0,1.0,0.0,1.0,4.0,945.0,0.0,0.0,945.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,1.0,1973.0,1.0,1.0,253.0,4.0,4.0,2.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,162660.0
145.0,3.0,33.0,1476.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,5.0,4.0,7.0,1970.0,1970.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,176.0,5.0,0.0,370.0,546.0,1.0,0.0,1.0,4.0,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,200.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,162217.0
145.0,3.0,33.0,1900.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,5.0,4.0,4.0,1970.0,1970.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,546.0,546.0,1.0,0.0,1.0,4.0,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,166279.0
145.0,3.0,33.0,1890.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,5.0,4.0,6.0,1972.0,1972.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,294.0,5.0,0.0,252.0,546.0,1.0,4.0,1.0,4.0,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1972.0,2.0,1.0,286.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,145407.0
20.0,3.0,50.0,6953.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,5.0,7.0,1971.0,2004.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,469.0,5.0,0.0,395.0,864.0,1.0,0.0,1.0,4.0,874.0,0.0,0.0,874.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,5.0,1971.0,2.0,1.0,352.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,8.0,4.0,195283.0
20.0,3.0,76.0,12887.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,5.0,7.0,1984.0,1984.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,207.0,5.0,0.0,36.0,833.0,1.0,4.0,1.0,4.0,833.0,0.0,0.0,833.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,1984.0,2.0,2.0,495.0,4.0,4.0,2.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,184789.0
90.0,3.0,70.0,7700.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,5.0,5.0,3.5,1985.0,1986.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,1216.0,1216.0,1.0,2.0,1.0,4.0,1216.0,1216.0,0.0,2432.0,0.0,0.0,3.5,2.0,4.0,1.0,3.0,10.0,6.0,0.0,1.0,1985.0,2.0,2.0,616.0,4.0,4.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,8.0,4.0,174104.0
60.0,3.0,63.0,10475.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,5.0,5.0,5.0,1991.0,1991.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,458.0,5.0,0.0,166.0,624.0,1.0,2.0,1.0,4.0,624.0,650.0,0.0,1274.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,1993.0,2.0,2.0,576.0,4.0,4.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,155205.0
50.0,3.0,68.0,10544.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,0.0,5.0,5.0,1969.0,1969.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,0.5,1.0,476.0,5.0,0.0,388.0,864.0,1.0,4.0,1.0,4.0,864.0,615.0,0.0,1479.0,0.0,0.0,2.0,0.0,4.5,1.0,3.0,8.0,6.0,0.0,1.0,1969.0,0.0,1.0,275.0,4.0,4.0,2.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,146475.0
20.0,3.0,76.0,9892.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,2.0,8.0,5.0,1994.0,1995.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1341.0,5.0,0.0,54.0,1679.0,1.0,0.0,1.0,4.0,1803.0,0.0,0.0,1803.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,2.0,1.0,1994.0,2.0,2.0,482.0,4.0,4.0,2.0,129.0,64.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,8.0,4.0,129608.0
60.0,3.0,74.0,12961.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,5.0,6.0,5.0,1993.0,1994.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,944.0,5.0,0.0,208.0,1152.0,1.0,0.0,1.0,4.0,1152.0,645.0,0.0,1797.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,1.0,1993.0,0.0,2.0,616.0,4.0,4.0,2.0,162.0,175.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,216112.0
20.0,3.0,74.0,13008.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,5.0,1956.0,1956.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,564.0,5.0,0.0,318.0,882.0,1.0,4.0,1.0,4.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,1.0,1956.0,2.0,1.0,502.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,8.0,4.0,180674.0
20.0,3.0,85.0,10200.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,5.0,1974.0,1974.0,1.0,1.0,9.0,10.0,408.75,3.0,4.0,1.0,3.0,3.0,3.0,3.0,844.0,5.0,0.0,590.0,1434.0,1.0,4.0,1.0,4.0,1434.0,0.0,0.0,1434.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,7.0,6.0,1.0,1.0,1974.0,1.0,2.0,528.0,4.0,4.0,2.0,80.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,236472.0
60.0,3.0,88.0,10179.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,5.0,1997.0,1997.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,847.0,5.0,0.0,98.0,945.0,1.0,0.0,1.0,4.0,945.0,663.0,0.0,1608.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,1.0,1997.0,0.0,2.0,470.0,4.0,4.0,2.0,252.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,196937.0
60.0,3.0,69.30579531442663,11792.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,8.0,5.0,2003.0,2003.0,1.0,1.0,12.0,13.0,188.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,850.0,5.0,0.0,158.0,1008.0,1.0,0.0,1.0,4.0,1008.0,1275.0,0.0,2283.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,3.0,2003.0,0.0,3.0,632.0,4.0,4.0,2.0,120.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,8.0,4.0,149077.0
80.0,3.0,60.0,8400.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,7.0,7.0,5.0,1996.0,1997.0,1.0,1.0,6.0,6.0,32.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,284.0,5.0,0.0,100.0,384.0,1.0,2.0,1.0,4.0,958.0,670.0,0.0,1628.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,3.0,1996.0,0.0,2.0,390.0,4.0,4.0,2.0,48.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,225828.0
